city,county,place_fips,metro_status,population,property_tax,gen_sales_tax,total_taxes,tax_per_capita,lt_debt_os,st_debt_os,total_debt_os,debt_per_capita,sales_tax_rate,taxable_sales,taxable_sales_per_capita,business_outlets,sales_tax_alloc_2019,sales_tax_alloc_2023,salestax_growth_19_23_pct
DALWORTHINGTON GARDENS,Tarrant,19084,Metro,2358,2178000.0,1110000.0,3664000.0,1553.8592027141644,0.0,0.0,0.0,0.0,1.5,93670534.0,39724.56912637829,1214.0,646445.18,860159.93,33.05999589942027
RANGER,Eastland,60632,Non-Metro,2354,2853000.0,909000.0,3875000.0,1646.1342395921836,754000.0,0.0,754000.0,320.3058623619371,2.0,27185494.0,11548.638062871707,558.0,406236.86,483345.49,18.98119978576046
MASON,Mason,46968,Non-Metro,2347,289000.0,375000.0,729000.0,310.6092884533447,2519000.0,0.0,2519000.0,1073.2850447379633,1.0,54743782.0,23325.002982530892,1440.0,275820.4,400455.5,45.18704925378977
EAST BERNARD,Wharton,21988,Non-Metro,2340,380000.0,512000.0,1043000.0,445.7264957264957,0.0,0.0,0.0,0.0,1.5,66492090.0,28415.423076923078,1090.0,501334.99,609182.02,21.511969471749822
TOOL,Henderson,73352,Non-Metro,2335,738000.0,294000.0,1172000.0,501.9271948608137,3500000.0,0.0,3500000.0,1498.9293361884368,2.0,10581395.0,4531.6466809421845,498.0,112367.77,384339.04,242.0367245874862
ANAHUAC,Chambers,03144,Non-Metro,2333,136000.0,220000.0,356000.0,152.59322760394343,22246000.0,0.0,22246000.0,9535.362194599229,1.0,26186944.0,11224.579511358765,800.0,214591.14,298314.89,39.015473798219254
POTH,Wilson,59096,Non-Metro,2332,357000.0,138000.0,495000.0,212.26415094339623,195000.0,0.0,195000.0,83.61921097770154,2.0,12649576.0,5424.346483704974,396.0,188719.11,325939.91,72.71166126207356
NEWTON,Newton,51372,Non-Metro,2329,2853000.0,909000.0,4055000.0,1741.0905968226707,754000.0,0.0,754000.0,323.74409617861744,2.0,49541222.0,21271.456419063976,576.0,306273.2,398997.25,30.274947334601915
MALAKOFF,Henderson,46224,Non-Metro,2314,1446000.0,928000.0,2556000.0,1104.5808124459809,0.0,0.0,0.0,0.0,1.625,55331389.0,23911.576923076922,920.0,504467.52,884776.92,75.38828267873421
IDALOU,Lubbock,35732,Metro,2313,735000.0,196000.0,1075000.0,464.7643752702119,1152000.0,0.0,1152000.0,498.0544747081712,1.5,20469127.0,8849.600951145698,776.0,224393.09,342040.53,52.4291723956384
SPLENDORA,Montgomery,69548,Metro,2292,2853000.0,909000.0,4055000.0,1769.1972076788832,754000.0,0.0,754000.0,328.97033158813264,1.0,112895775.0,49256.44633507854,1722.0,532264.27,811774.24,52.51338212125341
ANSON,Jones,03372,Non-Metro,2275,2109000.0,433000.0,2647000.0,1163.5164835164835,5820000.0,1176000.0,6996000.0,3075.164835164835,2.0,28522966.0,12537.567472527473,702.0,366737.57,563687.72,53.70329252058903
PANHANDLE,Carson,54960,Non-Metro,2272,677000.0,239000.0,1147000.0,504.84154929577466,1846000.0,0.0,1846000.0,812.5,2.0,19654052.0,8650.551056338029,624.0,315958.96,499180.05,57.988888810116336
WEIMAR,Colorado,77020,Non-Metro,2230,500000.0,604000.0,1160000.0,520.1793721973094,1330000.0,0.0,1330000.0,596.4125560538116,1.5,80453896.0,36077.980269058295,1168.0,743337.89,967370.34,30.13870986719108
MAGNOLIA,Montgomery,46056,Metro,2224,1283000.0,1746000.0,3968000.0,1784.1726618705036,11355000.0,0.0,11355000.0,5105.6654676258995,2.0,296212388.0,133189.02338129497,9132.0,3117624.72,4871005.72,56.240925623658754
PATTON VILLAGE,Montgomery,56156,Metro,2207,2853000.0,909000.0,4055000.0,1837.335749886724,754000.0,0.0,754000.0,341.6402356139556,1.0,1005612.0,455.64657906660625,110.0,23274.26,42942.75,84.50747735910832
JOHNSON CITY,Blanco,37780,Non-Metro,2202,719000.0,525000.0,1496000.0,679.3823796548592,754000.0,0.0,754000.0,342.41598546775657,1.5,212732488.0,96608.75930971844,1370.0,424940.76,729759.73,71.73210920035065
DE LEON,Comanche,19672,Non-Metro,2196,2853000.0,909000.0,3875000.0,1764.5719489981784,754000.0,0.0,754000.0,343.35154826958103,1.5,37413937.0,17037.311930783242,896.0,312711.36,455637.65,45.705499793803476
TROY,Bell,73748,Metro,2191,563000.0,296000.0,1102000.0,502.9666818804199,204000.0,0.0,204000.0,93.10816978548608,1.5,92931897.0,42415.2884527613,1094.0,512708.99,1044842.98,103.7886989264612
SHINER,Lavaca,67640,Non-Metro,2174,725000.0,408000.0,1223000.0,562.557497700092,5208000.0,0.0,5208000.0,2395.5841766329345,2.0,68448387.0,31484.998620055198,1160.0,457642.1,600837.68,31.289861662639883
PALMER,Ellis,54744,Metro,2169,2853000.0,909000.0,3875000.0,1786.5375749193176,754000.0,0.0,754000.0,347.6256339326879,2.0,19321712.0,8908.119870908253,724.0,369209.31,895643.13,142.58411306042095
JONESTOWN,Travis,38020,Metro,2169,2952000.0,229000.0,3469000.0,1599.354541263255,3014000.0,0.0,3014000.0,1389.5804518211157,1.0,26235924.0,12095.861687413555,1050.0,155365.4,340104.14,118.90597262968461
VINTON,El Paso,75668,Metro,2168,904000.0,352000.0,1552000.0,715.8671586715867,18405000.0,260000.0,18665000.0,8609.317343173432,1.0,63868748.0,29459.754612546127,646.0,521218.24,380269.12,-27.042246257536956
BLANCO,Blanco,08536,Non-Metro,2156,694000.0,855000.0,2552000.0,1183.6734693877552,1686000.0,0.0,1686000.0,782.0037105751392,1.5,104316633.0,48384.33812615956,2036.0,622786.29,1021930.71,64.09011026880503
WASKOM,Harrison,76636,Non-Metro,2150,622000.0,572000.0,1194000.0,555.3488372093024,1009000.0,0.0,1009000.0,469.30232558139534,2.0,61898020.0,28789.776744186045,632.0,534759.08,991085.35,85.33305689732282
ELMENDORF,Bexar,23272,Metro,2145,640000.0,253000.0,893000.0,416.31701631701634,0.0,0.0,0.0,0.0,1.5,12112719.0,5646.955244755245,662.0,818010.26,375473.33,-54.099190638513505
WHITNEY,Hill,78664,Non-Metro,2145,752000.0,756000.0,1508000.0,703.030303030303,646000.0,0.0,646000.0,301.16550116550115,1.5,77481209.0,36121.77575757576,1858.0,664239.31,975305.01,46.8303660016749
HASLET,Tarrant,32720,Metro,2137,2220000.0,2516000.0,5105000.0,2388.862891904539,5460000.0,0.0,5460000.0,2554.98362189986,2.0,105346844.0,49296.60458586804,2696.0,4023754.98,6052198.73,50.41171145068084
KOUNTZE,Hardin,39868,Non-Metro,2109,363000.0,568000.0,1253000.0,594.1204362256993,1080000.0,0.0,1080000.0,512.0910384068279,2.0,90320686.0,42826.30915125652,972.0,600226.13,866818.48,44.41531893988021
PELICAN BAY,Tarrant,56640,Metro,2100,592000.0,51000.0,643000.0,306.1904761904762,886000.0,0.0,886000.0,421.9047619047619,1.0,2705900.0,1288.5238095238096,128.0,29719.63,72956.25,145.48169004795818
GANADO,Jackson,28080,Non-Metro,2085,2853000.0,909000.0,4055000.0,1944.8441247002397,754000.0,0.0,754000.0,361.6306954436451,1.5,70339297.0,33735.87386091127,814.0,643457.12,696914.28,8.30780456668193
HUNTINGTON,Angelina,35492,Non-Metro,2079,409000.0,501000.0,1034000.0,497.35449735449737,754000.0,0.0,754000.0,362.67436267436267,1.5,88542453.0,42588.96248196248,834.0,343313.06,564793.92,64.51279773627022
JARRELL,Williamson,37396,Metro,2077,696000.0,1202000.0,2055000.0,989.4077997111218,6593000.0,0.0,6593000.0,3174.289841116996,2.0,279825474.0,134725.79393355802,1938.0,2123965.8,3868580.18,82.13947606877664
STRATFORD,Sherman,70544,Non-Metro,2074,2853000.0,909000.0,4055000.0,1955.1591128254581,754000.0,0.0,754000.0,363.5486981677917,1.5,34041590.0,16413.495660559307,508.0,362795.63,370447.89,2.10924811856196
YORKTOWN,Dewitt,80584,Non-Metro,2069,557000.0,495000.0,1119000.0,540.840985983567,2980000.0,0.0,2980000.0,1440.3093281778638,2.0,34391747.0,16622.40067665539,902.0,667800.16,700509.99,4.898146475436597
LEONARD,Fannin,42352,Non-Metro,2068,530000.0,347000.0,877000.0,424.08123791102514,97000.0,99000.0,196000.0,94.77756286266924,1.5,34208547.0,16541.85058027079,978.0,341849.07,497850.52,45.634598333118184
TROUP,Smith,73724,Metro,2064,1034000.0,600000.0,1663000.0,805.7170542635658,1720000.0,0.0,1720000.0,833.3333333333334,1.5,63097554.0,30570.52034883721,962.0,489742.1,629516.06,28.540319486521597
JONES CREEK,Brazoria,37984,Metro,2062,332000.0,77000.0,409000.0,198.35111542192047,0.0,0.0,0.0,0.0,1.0,5255002.0,2548.497575169738,228.0,94059.02,111049.55,18.063690223436303
LITTLE RIVER-ACADEMY,Bell,43066,Metro,2048,0.0,132000.0,221000.0,107.91015625,0.0,0.0,0.0,0.0,,,,,,,
KEMAH,Galveston,38776,Metro,2048,809000.0,3168000.0,4722000.0,2305.6640625,0.0,0.0,0.0,0.0,2.0,404561188.0,197539.642578125,2842.0,4100510.94,4685807.29,14.273741944948942
WELLINGTON,Collingsworth,77152,Non-Metro,2040,668000.0,340000.0,1171000.0,574.0196078431372,865000.0,0.0,865000.0,424.01960784313724,2.0,18213128.0,8928.003921568628,478.0,291954.29,395730.09,35.54522182222431
MCCAMEY,Upton,45432,Non-Metro,2036,267000.0,326000.0,599000.0,294.20432220039294,0.0,0.0,0.0,0.0,1.5,95830229.0,47067.89243614931,584.0,608933.03,856786.01,40.70283065446458
ROMAN FOREST,Montgomery,63044,Metro,2035,1005000.0,0.0,1005000.0,493.85749385749386,2535000.0,0.0,2535000.0,1245.7002457002457,,,,,,,
KIRBYVILLE,Jasper,39460,Non-Metro,2032,2853000.0,909000.0,4055000.0,1995.5708661417323,754000.0,0.0,754000.0,371.06299212598424,2.0,65500498.0,32234.497047244095,878.0,647435.59,856695.96,32.32141903104215
OLTON,Lamb,54012,Non-Metro,2025,508000.0,86000.0,934000.0,461.2345679012346,0.0,0.0,0.0,0.0,2.0,13644261.0,6737.906666666667,484.0,186697.47,277212.9,48.48240846541735
HALE CENTER,Hale,31820,Non-Metro,2006,288000.0,133000.0,529000.0,263.7088733798604,86000.0,0.0,86000.0,42.871385842472584,1.5,5262657.0,2623.4581256231304,236.0,108278.8,142821.05,31.901212425701047
COOPER,Delta,16564,Non-Metro,2005,717000.0,232000.0,1038000.0,517.7057356608478,2310000.0,102000.0,2412000.0,1202.9925187032418,1.0,24204254.0,12071.947132169576,620.0,161062.35,241738.05,50.089732330367696
HAMLIN,Jones,31964,Non-Metro,1997,567000.0,564000.0,1235000.0,618.4276414621933,5335000.0,0.0,5335000.0,2671.507260891337,1.5,21965042.0,10999.01952929394,472.0,248282.93,340479.43,37.13364426624094
MEMPHIS,Hall,47616,Non-Metro,1996,307000.0,428000.0,876000.0,438.87775551102203,308000.0,0.0,308000.0,154.30861723446893,2.0,63690672.0,31909.154308617235,502.0,385415.18,426103.21,10.556934991507088
WEST TAWAKONI,Hunt,77896,Non-Metro,1994,2853000.0,909000.0,4055000.0,2033.6008024072216,754000.0,0.0,754000.0,378.1344032096289,1.5,13695647.0,6868.428786359077,336.0,141255.24,214126.0,51.5880048060518
GOLIAD,Goliad,30080,Non-Metro,1985,778000.0,745000.0,1697000.0,854.9118387909319,1642000.0,0.0,1642000.0,827.2040302267003,2.0,46138435.0,23243.544080604534,1160.0,827100.84,742652.81,-10.210125043519472
MART,Mclennan,46824,Metro,1983,473000.0,129000.0,602000.0,303.58043368633383,484000.0,0.0,484000.0,244.07463439233484,1.0,14548072.0,7336.395360564801,504.0,104659.31,162051.59,54.8372428597131
SOMERSET,Bexar,68708,Metro,1983,2853000.0,909000.0,3875000.0,1954.1099344427635,754000.0,0.0,754000.0,380.23197175995966,2.0,31326596.0,15797.577407967725,680.0,333846.11,746728.21,123.67437799410033
COLLINSVILLE,Grayson,16036,Metro,1983,2853000.0,909000.0,4055000.0,2044.8814926878467,754000.0,0.0,754000.0,380.23197175995966,2.0,15633559.0,7883.7917297024715,468.0,253579.37,413067.6,62.89479700182235
BEVERLY HILLS,Mclennan,08104,Metro,1980,676000.0,756000.0,1613000.0,814.6464646464647,0.0,0.0,0.0,0.0,1.5,99108765.0,50054.931818181816,870.0,611592.61,850494.93,39.06232941565466
ITALY,Ellis,37072,Metro,1964,964000.0,459000.0,1566000.0,797.3523421588594,4566000.0,0.0,4566000.0,2324.847250509165,2.0,53680983.0,27332.476069246437,538.0,517050.71,847520.54,63.91439439276662
PINEHURST,Orange,57608,Non-Metro,1959,731000.0,709000.0,1607000.0,820.3164880040837,1269000.0,0.0,1269000.0,647.7794793261868,1.5,74007010.0,37777.95303726391,1700.0,670197.25,665500.68,-0.7007742869729694
ALBANY,Shackelford,01648,Non-Metro,1958,2853000.0,909000.0,4055000.0,2070.990806945863,754000.0,0.0,754000.0,385.0868232890705,2.0,42162015.0,21533.20480081716,758.0,529774.6,682513.1,28.83084617495818
SOUR LAKE,Hardin,68828,Non-Metro,1948,485000.0,683000.0,1168000.0,599.5893223819302,739000.0,0.0,739000.0,379.3634496919918,2.0,60486511.0,31050.570328542093,992.0,881571.31,1104231.27,25.25716949658899
THREE RIVERS,Live Oak,72872,Non-Metro,1938,2853000.0,909000.0,4055000.0,2092.363261093911,754000.0,0.0,754000.0,389.0608875128999,1.5,80673357.0,41627.11919504644,750.0,1592379.52,1746488.86,9.677927784451793
FRITCH,Hutchinson,27696,Non-Metro,1928,708000.0,484000.0,1374000.0,712.655601659751,4949000.0,0.0,4949000.0,2566.908713692946,1.75,20231339.0,10493.433091286308,468.0,304162.16,406911.33,33.78104955593426
JEFFERSON,Marion,37528,Non-Metro,1924,1086000.0,436000.0,1975000.0,1026.5072765072764,0.0,0.0,0.0,0.0,1.5,94460453.0,49095.86954261954,1498.0,871367.7,1125019.16,29.10957796576577
BUFFALO,Leon,11116,Non-Metro,1910,551000.0,1103000.0,1654000.0,865.9685863874346,5550000.0,416000.0,5966000.0,3123.560209424084,1.5,144496268.0,75652.49633507854,1324.0,1395080.96,1456682.24,4.415606102172022
CHARLOTTE,Atascosa,14404,Non-Metro,1909,191000.0,215000.0,449000.0,235.20167627029858,0.0,0.0,0.0,0.0,1.5,103640256.0,54290.33839706652,452.0,354588.85,382815.85,7.960487195240347
LINDEN,Cass,42844,Non-Metro,1888,582000.0,570000.0,1245000.0,659.4279661016949,680000.0,0.0,680000.0,360.1694915254237,2.0,35028009.0,18552.970868644068,656.0,410760.16,548135.15,33.44408815110016
BRIARCLIFF,Travis,10197,Metro,1887,203000.0,151000.0,354000.0,187.59936406995232,151000.0,0.0,151000.0,80.02119766825649,1.0,8923926.0,4729.160572337043,376.0,95753.52,163997.29,71.27024677526215
SOUTHSIDE PLACE,Harris,69272,Metro,1885,2853000.0,909000.0,4055000.0,2151.1936339522545,754000.0,0.0,754000.0,400.0,1.0,67045664.0,35567.99151193634,550.0,330549.61,412528.26,24.80070994487031
RHOME,Wise,61700,Non-Metro,1872,802000.0,0.0,802000.0,428.4188034188034,0.0,0.0,0.0,0.0,1.5,119061165.0,63601.04967948718,1126.0,822352.53,1485140.67,80.59659523391993
KRUGERVILLE,Denton,39916,Metro,1871,753000.0,497000.0,1710000.0,913.9497594869054,2914000.0,0.0,2914000.0,1557.4559059326564,2.0,70147249.0,37491.848743987175,694.0,487620.73,1744340.94,257.7249351150432
INGRAM,Kerr,36032,Non-Metro,1871,462000.0,761000.0,1354000.0,723.67717797969,3546000.0,0.0,3546000.0,1895.2431854623196,1.5,95558190.0,51073.324425440944,1324.0,555660.78,831634.62,49.665884282853284
GREGORY,San Patricio,31064,Non-Metro,1866,631000.0,724000.0,1355000.0,726.1521972132905,1924000.0,0.0,1924000.0,1031.0825294748124,1.5,22976327.0,12313.144158628082,318.0,612363.44,487647.51,-20.36632526592377
SAN AUGUSTINE,San Augustine,65024,Non-Metro,1865,453000.0,693000.0,1146000.0,614.4772117962466,1492000.0,0.0,1492000.0,800.0,1.5,43580934.0,23367.79302949062,1002.0,501153.42,639923.29,27.69009737576969
QUITMAN,Wood,60188,Non-Metro,1859,692000.0,792000.0,1489000.0,800.968262506724,4045000.0,0.0,4045000.0,2175.901022054868,1.5,100352356.0,53981.9020979021,1530.0,746762.79,982913.3,31.6232293791714
VAN HORN,Culberson,75032,Non-Metro,1856,428000.0,733000.0,1161000.0,625.5387931034483,365000.0,499000.0,864000.0,465.51724137931035,1.75,78426791.0,42255.81411637931,698.0,1083025.42,1661835.54,53.4438166742199
BARTONVILLE,Denton,05768,Metro,1845,840000.0,651000.0,1491000.0,808.130081300813,910000.0,0.0,910000.0,493.2249322493225,1.75,129439789.0,70157.06720867209,902.0,886447.83,1424809.6,60.73248213603277
MORTON,Cochran,49464,Non-Metro,1840,41000.0,94000.0,140000.0,76.08695652173913,0.0,0.0,0.0,0.0,1.5,9615258.0,5225.683695652174,240.0,128960.02,159665.03,23.809712498493717
GRANDVIEW,Johnson,30512,Metro,1817,780000.0,1468000.0,2303000.0,1267.473858007705,1921000.0,0.0,1921000.0,1057.2372041827189,2.0,169479389.0,93274.29223995598,1200.0,1013745.27,1392425.57,37.3545811957278
GOLDTHWAITE,Mills,30056,Non-Metro,1815,0.0,521000.0,573000.0,315.702479338843,1273000.0,0.0,1273000.0,701.3774104683196,2.0,41748659.0,23002.015977961433,816.0,464883.3,571661.35,22.968785929716123
WESTLAKE,Denton,77620,Metro,1793,2712000.0,6372000.0,12654000.0,7057.4456218628,80960000.0,0.0,80960000.0,45153.37423312884,2.0,342169520.0,190836.3190184049,1112.0,8008253.53,15804247.25,97.34948688618752
CLARENDON,Donley,15112,Non-Metro,1788,381000.0,478000.0,1113000.0,622.48322147651,2208000.0,0.0,2208000.0,1234.8993288590605,2.0,30759633.0,17203.374161073825,742.0,423749.33,513842.32,21.260916211950114
SUNRAY,Moore,71180,Non-Metro,1785,244000.0,201000.0,510000.0,285.7142857142857,899000.0,0.0,899000.0,503.64145658263305,2.0,16358370.0,9164.35294117647,298.0,271981.21,348874.97,28.271717741089518
ITASCA,Hill,37084,Non-Metro,1783,342000.0,0.0,342000.0,191.81155356141335,80000.0,80000.0,160000.0,89.73639932697701,1.5,28677429.0,16083.807627593942,458.0,171161.48,263297.34,53.82978693570541
BARTLETT,Williamson,05732,Metro,1766,491000.0,89000.0,640000.0,362.400906002265,1325000.0,0.0,1325000.0,750.2831257078143,1.5,8477431.0,4800.357304643261,372.0,94523.79,138908.65,46.95628476175152
PLEAK,Fort Bend,58088,Metro,1762,0.0,297000.0,297000.0,168.55845629965947,0.0,0.0,0.0,0.0,2.0,7954979.0,4514.744040862656,170.0,150785.23,258455.91,71.40664904646164
WOODCREEK,Hays,80058,Metro,1758,574000.0,88000.0,663000.0,377.1331058020478,644000.0,0.0,644000.0,366.325369738339,1.0,4710250.0,2679.3230944254833,264.0,61331.02,100557.02,63.957847105754986
DANBURY,Brazoria,19120,Metro,1757,644000.0,216000.0,860000.0,489.47068867387594,0.0,0.0,0.0,0.0,1.5,8229693.0,4683.94593056346,482.0,172244.27,216713.55,25.817567109779617
LORENA,Mclennan,44020,Metro,1756,712000.0,426000.0,1276000.0,726.6514806378132,6611000.0,0.0,6611000.0,3764.8063781321184,1.5,28691580.0,16339.168564920274,1326.0,354577.76,590798.89,66.6204022497068
BOVINA,Parmer,09628,Non-Metro,1755,2853000.0,909000.0,4055000.0,2310.5413105413104,754000.0,0.0,754000.0,429.6296296296296,2.0,9827753.0,5599.8592592592595,398.0,139199.09,217104.23,55.966702081170226
STINNETT,Hutchinson,70340,Non-Metro,1753,470000.0,0.0,470000.0,268.11180832857957,0.0,0.0,0.0,0.0,2.0,15688096.0,8949.284654877352,496.0,262360.6,298563.89,13.79905748042962
GUNTER,Grayson,31616,Metro,1748,1257000.0,1188000.0,2557000.0,1462.8146453089246,9587000.0,0.0,9587000.0,5484.553775743707,2.0,162668562.0,93059.8180778032,762.0,308296.72,1464986.88,375.1873065662197
RALLS,Crosby,60356,Non-Metro,1746,481000.0,176000.0,781000.0,447.3081328751432,110000.0,0.0,110000.0,63.00114547537228,1.5,10738376.0,6150.272623138602,356.0,145472.62,187012.95,28.55542850606528
LOWRY CROSSING,Collin,44308,Metro,1743,321000.0,268000.0,590000.0,338.4968445209409,0.0,0.0,0.0,0.0,1.5,34102647.0,19565.48881239243,432.0,211304.86,398608.23,88.64129769660765
HONEY GROVE,Fannin,34700,Non-Metro,1738,399000.0,304000.0,842000.0,484.46490218642117,1341000.0,0.0,1341000.0,771.5765247410817,1.5,32902093.0,18931.008630609896,672.0,252341.86,349918.59,38.6684674512584
MEADOWLAKES,Burnet,47330,Non-Metro,1733,1024000.0,0.0,1122000.0,647.4321984997115,3535000.0,0.0,3535000.0,2039.8153491055973,,5262833.0,3036.8338141950376,322.0,,,
WHITEWRIGHT,Grayson,78628,Metro,1733,0.0,0.0,0.0,0.0,4661000.0,0.0,4661000.0,2689.5556837853433,2.0,38103826.0,21987.204847085977,880.0,393475.68,673040.6,71.05011420273802
ARCHER CITY,Archer,03696,Non-Metro,1723,496000.0,178000.0,757000.0,439.34997098084733,4898000.0,0.0,4898000.0,2842.7161926871736,1.5,16859742.0,9785.108531630876,546.0,242695.12,294221.95,21.231094387064733
SHAMROCK,Wheeler,67160,Non-Metro,1720,425000.0,261000.0,705000.0,409.8837209302326,0.0,108000.0,108000.0,62.7906976744186,1.75,34303743.0,19944.03662790698,836.0,348720.57,532100.39,52.586464859242454
HOLLIDAY,Archer,34532,Non-Metro,1717,354000.0,267000.0,699000.0,407.10541642399534,187000.0,0.0,187000.0,108.91089108910892,1.0,41505011.0,24172.98252766453,632.0,162789.49,275438.67,69.19929535991544
GODLEY,Johnson,29972,Metro,1712,2853000.0,909000.0,4055000.0,2368.57476635514,754000.0,0.0,754000.0,440.42056074766356,2.0,116700087.0,68165.9386682243,1184.0,1239212.19,2228136.42,79.80265510461126
CADDO MILLS,Hunt,11716,Non-Metro,1709,2853000.0,909000.0,4055000.0,2372.7325921591573,754000.0,0.0,754000.0,441.193680514921,1.5,66173045.0,38720.33060269163,1474.0,425920.33,984672.96,131.18712365760982
BRUCEVILLE EDDY,Mclennan,10828,Metro,1704,467000.0,99000.0,664000.0,389.6713615023474,2667000.0,0.0,2667000.0,1565.1408450704225,1.0,7968341.0,4676.256455399061,194.0,79719.87,134161.78,68.29151878948122
CORRIGAN,Polk,17036,Non-Metro,1702,376000.0,395000.0,771000.0,452.99647473560515,299000.0,0.0,299000.0,175.67567567567568,1.5,30115987.0,17694.46944770858,552.0,362875.02,490446.0,35.15562465556322
LA GRULLA,Starr,40288,Non-Metro,1682,2853000.0,909000.0,4055000.0,2410.820451843044,754000.0,0.0,754000.0,448.2758620689655,1.0,,,,79725.04,113996.27,42.986783073423375
SABINAL,Uvalde,64004,Non-Metro,1676,283000.0,153000.0,463000.0,276.2529832935561,410000.0,0.0,410000.0,244.63007159904535,1.0,17284593.0,10313.002983293556,418.0,109651.93,149556.57,36.392099984013065
STOCKDALE,Wilson,70376,Non-Metro,1672,2853000.0,909000.0,4055000.0,2425.2392344497607,754000.0,0.0,754000.0,450.9569377990431,2.0,21313480.0,12747.296650717703,788.0,363576.39,448140.64,23.25900479951407
HUGHES SPRINGS,Cass,35300,Non-Metro,1672,393000.0,275000.0,720000.0,430.622009569378,0.0,0.0,0.0,0.0,1.5,46520592.0,27823.32057416268,506.0,398099.9,512798.11,28.81141391896857
CRESSON,Hood,17648,Non-Metro,1665,0.0,889000.0,889000.0,533.933933933934,273000.0,0.0,273000.0,163.96396396396398,1.5,135639840.0,81465.36936936936,910.0,466485.26,1118346.3,139.73882904681705
MUENSTER,Cooke,49932,Non-Metro,1664,549000.0,588000.0,1170000.0,703.125,833000.0,0.0,833000.0,500.60096153846155,1.5,82447847.0,49547.98497596154,936.0,508715.33,739160.58,45.29945067706136
PLAINS,Yoakum,57968,Non-Metro,1655,157000.0,210000.0,367000.0,221.75226586102718,0.0,133000.0,133000.0,80.36253776435045,1.5,30964304.0,18709.54924471299,494.0,223797.82,328262.65,46.67821607913786
FRANKLIN,Robertson,27288,Non-Metro,1643,280000.0,506000.0,837000.0,509.4339622641509,0.0,0.0,0.0,0.0,2.0,26879685.0,16360.124771758978,830.0,470658.83,633646.37,34.62965732524342
MONTGOMERY,Montgomery,49128,Metro,1639,2940000.0,2096000.0,5346000.0,3261.7449664429532,8990000.0,0.0,8990000.0,5485.051860890787,2.0,269026970.0,164140.92129347162,6436.0,3174602.35,4935517.49,55.46884131803154
BAYOU VISTA,Galveston,06060,Metro,1637,892000.0,151000.0,1043000.0,637.1411117898595,0.0,0.0,0.0,0.0,1.75,8378425.0,5118.158216249237,296.0,132229.55,206566.01,56.217736504434924
RUNAWAY BAY,Wise,63782,Non-Metro,1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,8094643.0,4975.195451751691,312.0,110401.52,251852.58,128.12419611614044
NATALIA,Medina,50400,Non-Metro,1622,316000.0,286000.0,639000.0,393.9580764488286,1821000.0,0.0,1821000.0,1122.68803945746,1.0,30243836.0,18646.01479654747,650.0,164574.81,278190.14,69.03567441457173
LOCKNEY,Floyd,43252,Non-Metro,1619,149000.0,138000.0,287000.0,177.26991970352069,0.0,0.0,0.0,0.0,1.5,10654243.0,6580.755404570723,396.0,121536.1,262891.95,116.30770610542875
DEKALB,Bowie,19648,Non-Metro,1611,395000.0,217000.0,612000.0,379.8882681564246,0.0,0.0,0.0,0.0,,,,,,,
ALVORD,Wise,02284,Non-Metro,1591,330000.0,147000.0,560000.0,351.9798868636078,1570000.0,0.0,1570000.0,986.8007542426147,1.5,12642214.0,7946.080452545569,520.0,174773.03,295332.14,68.9803855892411
MARFA,Presidio,46620,Non-Metro,1591,815000.0,568000.0,1948000.0,1224.38717787555,1610000.0,0.0,1610000.0,1011.9421747328724,1.75,51972960.0,32666.851037083594,1522.0,584576.16,731887.15,25.199623262091286
LAKESIDE,Tarrant,40744,Metro,1586,697000.0,243000.0,940000.0,592.6860025220681,1895000.0,0.0,1895000.0,1194.8297604035308,1.75,15679596.0,9886.252206809584,462.0,339707.15,236002.99,-30.52751759861399
BROOKSIDE VILLAGE,Brazoria,10648,Metro,1582,598000.0,87000.0,734000.0,463.96965865992416,0.0,0.0,0.0,0.0,1.5,14292665.0,9034.554361567636,318.0,60110.7,123769.06,105.90187770230592
CROSS ROADS,Denton,17852,Metro,1578,0.0,3250000.0,3763000.0,2384.6641318124207,0.0,0.0,0.0,0.0,1.75,334025592.0,211676.5475285171,1588.0,2154469.39,3231677.3,49.998756770454726
SHOREACRES,Harris,67688,Metro,1578,2853000.0,909000.0,4055000.0,2569.7084917617235,754000.0,0.0,754000.0,477.82002534854246,2.0,4241947.0,2688.179340937896,296.0,124195.16,198533.45,59.85602820593009
BLOSSOM,Lamar,08812,Non-Metro,1576,315000.0,157000.0,482000.0,305.83756345177665,760000.0,0.0,760000.0,482.2335025380711,1.25,9839606.0,6243.4048223350255,504.0,108735.99,159987.33,47.13374109161095
ROLLINGWOOD,Travis,63008,Metro,1571,2615000.0,764000.0,3486000.0,2218.968809675366,3268000.0,0.0,3268000.0,2080.2036919159773,1.5,90843114.0,57825.02482495226,854.0,975727.26,1081776.07,10.86869398319363
ELDORADO,Schleicher,22960,Non-Metro,1566,236000.0,149000.0,393000.0,250.95785440613028,0.0,0.0,0.0,0.0,1.0,32808962.0,20950.805874840356,598.0,143513.0,200619.46,39.79183767324214
EDGEWOOD,Van Zandt,22612,Non-Metro,1565,456000.0,413000.0,876000.0,559.7444089456869,118000.0,0.0,118000.0,75.39936102236422,2.0,24178890.0,15449.769968051118,702.0,324173.75,479347.66,47.86751240654124
